EVENT_ID_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,DISORDER_TYPE,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,ASSOC_ACTOR_1,INTER1,ACTOR2,ASSOC_ACTOR_2,INTER2,INTERACTION,CIVILIAN_TARGETING,ISO,REGION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,SOURCE_SCALE,NOTES,FATALITIES,TAGS,TAGS_INFRASTRUCTURE
UKR53323,2022-03-14,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Chernihiv,Chernihivskyi,Chernihivska,Chernihiv,51.505,31.285,1,24 Channel; Novoye Vremya Ukraine,National,"On 14 March 2022, Russian forces fired with heavy weapons at the civilian infrastructure of Chernihiv including university, market and residential houses. 10 people died.",10,,Education; Residential
UKR53324,2022-03-14,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Kharkiv,Chuhuivskyi,Chuhuivska,Chuhuiv,49.836,36.688,1,Segodnya,National,"On 14 March 2022, Russian forces fired artillery at a kindergarten in Chuhuiv. One minor was killed as the result of a shelling.",1,,Education
UKR53331,2022-03-14,2022,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,12,Ukraine,Donetsk,Horlivskyi,Horlivska,Horlivka,48.313,38.042,2,LPR People's Militia Press Service; Ministry of Defence of Ukraine,Other,"On 14 March 2022, Russian forces clashed with Ukrainian forces near Horlivka, Donetsk. One civil house was damaged. Casualties unknown.",0,,Residential
UKR53353,2022-03-14,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Kyiv City,Kyiv,,Kyiv,50.45,30.522,1,24 Channel; Focus; Liveuamap; Segodnya,Local partner-New media,"On 14 March 2022, Russian forces shelled Kyiv. One missile hit a civilian house in Obolon district. Another missile hit a shopping mall. Russians also targeted Antonov aircraft factory. One of the missiles was intercepted. The fragments of the missile fell on a trolleybus and killed one civilian person.",1,,Residential
UKR53374,2022-03-14,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Chernihiv,Chernihivskyi,Olyshivska,Olyshivka,51.218,31.329,1,24 Channel; Flot 2017,National,"On 14 March 2022, Russian forces shelled at Olyshivka, Chernihiv. Gas enterprise was damaged. Casualties unknown.",0,,Energy
UKR53389,2022-03-14,2022,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Mykolaiv,Bashtanskyi,Snihurivska,Snihurivka,47.07,32.791,1,Liveuamap; 24 Channel,Local partner-New media,"On 14 March 2022, Russian air forces attacked Snihurivka, Mykolaiv. One civilian was killed and five residential houses damaged.",1,,Residential
UKR53398,2022-03-14,2022,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,12,Ukraine,Sumy,Okhtyrskyi,Velykopysarivska,Velyka Pysarivka,50.424,35.48,2,Ministry of Defence of Ukraine; Novoye Vremya Ukraine,Other-National,"On 14 March 2022, Russian forces clashed with Ukrainian forces near Velyka Pysarivka, Kharkiv. Russian forces regrouped troops and consolidated on the captured frontiers. Civilian houses burnt. Casualties unknown.",0,,Residential
UKR82679,2022-03-14,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Mykolaiv,Mykolaivskyi,Shevchenkivska,Novohryhorivka,46.88,32.325,1,Suspilne Media,National,"On 14 March 2022, Russian forces shelled Novohryhorivka, Mykolaiv region, having damaged a private house. Casualties unknown.",0,,Residential
UKR53323,2022-03-14,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Chernihiv,Chernihivskyi,Chernihivska,Chernihiv,51.505,31.285,1,24 Channel; Novoye Vremya Ukraine,National,"On 14 March 2022, Russian forces fired with heavy weapons at the civilian infrastructure of Chernihiv including university, market and residential houses. 10 people died.",10,,Education; Residential
UKR152716,2022-03-13,2022,2,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.13,37.571,1,UN HRC,Other,"Around 13 March 2022, a Russian Main Battle Tank T72M3-variant fired at Hospital No. 2 in Mariupol, Donetsk region, damaging the fourth and fifth floors of it. The hospital was treating injured persons and sheltered dozens. Casualties unknown.",0,,Health
UKR53788,2022-03-13,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Mykolaiv,Bashtanskyi,Bashtanska,Bashtanka,47.407,32.439,1,24 Channel; Unian; Liveuamap; Novoye Vremya Ukraine,Local partner-New media,"On 13 March 2022, Russian forces shelled Bashtanka, Mykolaiv, hitting a residential building. Three people were wounded.",0,,Residential
UKR53791,2022-03-13,2022,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Chernihiv,Chernihivskyi,Chernihivska,Chernihiv,51.505,31.285,1,24 Channel; Liveuamap; Ministry of Defence of Ukraine; Segodnya,Local partner-New media,"On 13 March 2022, Russian forces throughout the whole day conducted airstrikes and shelled Chernihiv with heavy weapons, hitting residential buildings. One of the shells hit a dormitory. Seven people were rescued, one person died, further casualties unknown.",1,,Residential
UKR53793,2022-03-13,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kharkiv,Chuhuivskyi,Chuhuivska,Chuhuiv,49.836,36.688,1,Liveuamap,Local partner-New media,"On 13 March 2022, Russian forces shelled residential areas of Chuhuiv, Kharkiv, with artillery and mortars. Casualties unknown.",0,,Residential
UKR53796,2022-03-13,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kharkiv,Iziumskyi,Donetska,Hlazunivka,49.41,36.624,1,Novoye Vremya Ukraine,National,"On 13 March 2022, Russian forces shelled Hlazunivka, Kharkiv, hitting a complex gas treatment facility. One person was wounded.",0,,Energy; Health
UKR53801,2022-03-13,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Kharkiv,Iziumskyi,Iziumska,Izium,49.209,37.248,1,24 Channel; Liveuamap; National Corps,Local partner-New media,"On 13 March 2022, Russian forces shelled residential areas of Izium, Kharkiv, with artillery and mortars. On 10 May 2022, about 44 corpses of civilians were found under the rubble.",44,,Residential
UKR53809,2022-03-13,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Luhansk,Sievierodonetskyi,Kreminska,Kreminna,49.05,38.218,1,Novoye Vremya Ukraine,National,"On 13 March 2022, Russian forces shelled Kreminna, Luhansk, hitting a home for the elderly. One person was killed and two other were wounded.",1,,Residential
UKR53811,2022-03-13,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kyiv City,Kyiv,,Kyiv - Obolonskyi,50.529,30.475,1,Liveuamap; Novoye Vremya Ukraine; Focus; Stop Corruption; Unian; Segodnya; 24 Channel,Local partner-New media,"On 13 March 2022, Russian forces launched an artillery strike on the Puscha-Voditsa psychoneurological boarding school in Kyiv - Obolonskyi. The staff and residents were evacuated in advance.",0,,Education
UKR53812,2022-03-13,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Luhansk,Sievierodonetskyi,Lysychanska,Lysychansk,48.905,38.435,1,Novoye Vremya Ukraine; Unian,National,"On 13 March 2022, Russian forces shelled Lysychansk, Luhansk. A few residential buildings and a gas line were damaged. Casualties unknown.",0,,Energy; Residential
UKR53813,2022-03-13,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Zhytomyr,Korostenskyi,Malynska,Malyn,50.772,29.238,1,24 Channel; Liveuamap,Local partner-New media,"On 13 March 2022, Russian forces shelled Malyn, Zhytomyr, hitting residential buildings and a kindergarten. Casualties unknown.",0,,Education; Residential
UKR53831,2022-03-13,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Luhansk,Sievierodonetskyi,Popasnianska,Popasna,48.633,38.378,1,Focus; Ukrinform; Liveuamap; AFP; 24 Channel; Segodnya; Unian; Novoye Vremya Ukraine,Local partner-New media,"On 13 March 2022, Russian forces shelled Popasna, Luhansk, using phosphorus ammunition prohibited by international agreements. Five residential buildings and a gas line were damaged. Thirty people were wounded.",0,,Energy; Residential
UKR53832,2022-03-13,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kharkiv,Kharkivskyi,Rohanska,Rohan,49.903,36.479,1,Liveuamap,Local partner-New media,"On 13 March 2022, Russian forces shelled residential areas of Rohan, Kharkiv, with artillery and mortars. Casualties unknown.",0,,Residential
UKR53834,2022-03-13,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Luhansk,Sievierodonetskyi,Sievierodonetska,Severodonetsk,48.947,38.491,1,Novoye Vremya Ukraine; Unian; 24 Channel,National,"On 13 March 2022, Russian forces shelled Severodonetsk, Luhansk, damaging a gas line. Casualties unknown.",0,,Energy
UKR53847,2022-03-13,2022,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Civilians (Ukraine),Ukrainian Orthodox Christian Group (Ukraine),Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Donetsk,Volnovaskyi,Volnovaska,Volnovakha,47.601,37.497,1,Ministry of Defence of Ukraine; 24 Channel,Other-National,"On 13 March 2022, Russian forces conducted airstrikes and shelled Volnovakha, Donetsk, with heavy weapons, hitting residential buildings and churches. A chaplain of Ukrainian Orthodox Church was killed. Further casualties unknown.",1,,Residential
UKR53854,2022-03-13,2022,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Mykolaiv,Mykolaivskyi,Stepivska,Zelenyy Hay,47.239,31.569,1,Focus; Novoye Vremya Ukraine,National,"On 13 March 2022, as a result of an air strike launched by Russian forces on a school in the village of Zelenyy Hay, Mykolaiv, two people were killed and two others were injured.",2,,Education
UKR53855,2022-03-13,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,State forces,NAF: United Armed Forces of Novorossiya,Luhansk People's Militia,Rebel group,State forces-Rebel group,,804,12,Ukraine,Luhansk,Sievierodonetskyi,Hirska,Zolote-5,48.672,38.56,2,Novoye Vremya Ukraine; LPR People's Militia Press Service,Other-National,"On 13 March 2022, Ukrainian military fired 120mm mortars at LPR positions near Zolote-5, Luhansk. Two residential buildings were damaged. Casualties unknown.",0,,Residential
UKR54261,2022-03-13,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,State forces,NAF: United Armed Forces of Novorossiya,Donetsk People's Militia,Rebel group,State forces-Rebel group,,804,12,Ukraine,Donetsk,Pokrovskyi,Ocheretynska,Betmanove,48.193,37.917,2,DPR Armed Forces Press Service,Other,"On 13 March 2022, Ukrainian forces shelled the positions of Donbass People's Militia near Betmanove, Donetsk, hitting several residential buildings. Casualties unknown.",0,,Residential
UKR84225,2022-03-13,2022,2,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Mykolaiv,Mykolaivskyi,Shevchenkivska,Myrne,46.812,32.312,1,Suspilne Media,National,"Around 13 March 2022 (week of), a Russian tank entered Myrne, Mykolaiv region, which was then under occupation, and was chaotically firing at civilian houses and around the village. Casualties unknown.",0,,Residential
UKR91825,2022-03-13,2022,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Mykolaiv,Mykolaivskyi,Pervomaiska,Pervomayske,47.043,32.44,1,Suspilne Media,National,"On 13 March 2022, Russian air forces struck residential buildings in Pervomayske, Mykolaiv. Casualties unknown.",0,,Residential
UKR53849,2022-03-13,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Donetsk,Volnovaskyi,Vuhledarska,Vuhledar,47.779,37.248,1,24 Channel; Ministry of Defence of Ukraine,Other-National,"On 13 March 2022, Russian forces shelled Vuhledar, Donetsk, hitting residential buildings and a school. There were no casualties.",0,,Education; Residential
UKR84225,2022-03-13,2022,2,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Mykolaiv,Mykolaivskyi,Shevchenkivska,Myrne,46.812,32.312,1,Suspilne Media,National,"Around 13 March 2022 (week of), a Russian tank entered Myrne, Mykolaiv region, which was then under occupation, and was chaotically firing at civilian houses and around the village. Casualties unknown.",0,,Residential
UKR53718,2022-03-12,2022,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kyiv,Buchanskyi,Makarivska,Makariv,50.464,29.811,1,Centre for Information Resilience; CNN; Twitter,New media-International,"On 12 March 2022, Russian airstrikes damaged a medical center, a kindergarten, a cultural center that also houses government and police offices, and several residential buildings in Makariv, Kyiv oblast. Casualties unknown.",0,,Health; Education; Residential
UKR53741,2022-03-12,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,State forces,Military Forces of Russia (2000-),,External/Other forces,State forces-External/Other forces,,804,12,Ukraine,Cherkasy,Cherkaskyi,Cherkaska,Cherkasy,49.428,32.062,1,24 Channel; Suspilne Media,National,"On 12 March 2022, Ukrainian forces shot down a Russian missile over Cherkasy region. A downed missile hit a house in the Cherkassy region. There were no casualties.",0,,Residential
UKR53742,2022-03-12,2022,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Chernihiv,Chernihivskyi,Chernihivska,Chernihiv,51.505,31.285,1,24 Channel,National,"On 12 March 2022, Russian forces throughout the whole day conducted airstrikes and shelled Chernihiv with heavy weapons, hitting residential buildings. One of the shells hit the Ukraine Hotel. Casualties unknown.",0,,Residential
UKR53755,2022-03-12,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),Health Workers (Ukraine),Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.981,36.253,1,Suspilne Media,National,"On 12 March 2022, Russian forces shelled with fired multiple launch rocket systems different districts of Kharkiv, hitting an ambulance. One health worker was wounded.",0,,Health
UKR53759,2022-03-12,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Zaporizhia,Zaporizkyi,Komyshuvaska,Komyshuvakha,47.715,35.524,1,Reporter-ua; Liveuamap,Local partner-New media,"On 12 March 2022, Russian forces launched multiple rockets at Komyshuvakha, Zaporizhia, hitting residential buildings. Casualties unknown.",0,,Residential
UKR53769,2022-03-12,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Mykolaiv,Mykolaivskyi,Mykolaivska,Mykolaiv,46.967,32.018,1,Unian; 24 Channel; Segodnya,National,"On 12 March 2022, Russian forces shelled Mykolaiv, hitting a cancer hospital and a boarding school. The city mayor informed that around 160 residential buildings were damaged. Casualties unknown.",0,,Health; Education
UKR53776,2022-03-12,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Luhansk,Sievierodonetskyi,Sievierodonetska,Severodonetsk,48.947,38.491,1,24 Channel; Novoye Vremya Ukraine; Liveuamap,Local partner-New media,"On 12 March 2022, Russian forces shelled Severodonetsk, Luhansk, using heavy weapons, including 'Grad' missiles. As a result of the shelling, residential buildings, schools and hospitals were damaged. Casualties unknown.",0,,Health; Education; Residential
UKR53783,2022-03-12,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kyiv,Obukhivskyi,Vasylkivska,Vasylkiv,50.187,30.314,1,24 Channel; LIGA.net; Segodnya; Novoye Vremya Ukraine,National,"On 12 March 2022, Russian forces launched a missile attack on Vasylkiv, Kyiv, hitting an oil depot and the airport in the city. Casualties unknown.",0,,Energy
UKR53786,2022-03-12,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Kharkiv,Bohodukhivskyi,Zolochivska,Zolochiv,50.28,35.982,1,24 Channel; Liveuamap,Local partner-New media,"On 12 March 2022, Russian forces shelled Zolochiv, Kharkiv. As a result, 3 people were wounded and 15 residential houses were damaged. Casualties unknown.",0,,Residential
UKR53737,2022-03-12,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Donetsk,Pokrovskyi,Avdiivska,Avdiivka,48.139,37.75,1,24 Channel; Liveuamap,Local partner-New media,"On 12 March 2022, Russian forces fired Tochka-U and 'Grad' missiles at Avdiivka, Donetsk, hitting residential buildings. Casualties unknown.",0,,Residential
UKR53753,2022-03-12,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Donetsk,Pokrovskyi,Ocheretynska,Kamyanka,48.174,37.786,1,24 Channel,National,"On 12 March 2022, Russian forces shelled Kamyanka, Donetsk, hitting residential buildings. Casualties unknown.",0,,Residential
UKR53229,2022-03-11,2022,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Dnipropetrovsk,Dniprovskyi,Dniprovska,Dnipro,48.459,35.039,1,Segodnya,National,"On 11 March 2022, Russian forces launched 3 airstrikes on Dnipro, Dnipropetrovsk during which civilian infrastructures, a kindergarten and a shoe factory were targeted. At least 1 civilian died.",1,,Education
UKR53235,2022-03-11,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,State forces,NAF: United Armed Forces of Novorossiya,,Rebel group,State forces-Rebel group,,804,12,Ukraine,Donetsk,Horlivskyi,Horlivska,Shakhta imeni Gagarina,48.343,37.942,2,DPR Armed Forces Press Service,Other,"On 11 March 2022, Ukrainian forces fired 120mm mortars at the positions of the Donetsk People's Militia near Shakhta imeni Gagarina, Donetsk. A residential building was damaged. Casualties unknown.",0,,Residential
UKR53240,2022-03-11,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Donetsk,Kramatorskyi,Lymanska,Rubtsi,49.177,37.567,1,Liveuamap; Suspilne Media,Local partner-New media,"On 11 March 2022, Russian forces shelled Rubtsi, Donetsk. 10 residential buildings, a kindergarten and a school building were damaged. Casualties unknown.",0,,Education; Residential
UKR53241,2022-03-11,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Donetsk,Kramatorskyi,Lymanska,Terny,49.097,37.963,1,Suspilne Media,National,"On 11 March 2022, the Russian military forces shelled Terny, Donetsk. 10 residential buildings, a governmental building, a church, a school, and a kindergarten were damaged. Casualties unknown.",0,,Education; Residential
UKR53243,2022-03-11,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Donetsk,Kramatorskyi,Lymanska,Yatskivka,49.172,37.548,1,Liveuamap; Suspilne Media,Local partner-New media,"On 11 March 2022, Russian forces shelled Yatskivka, Donetsk. A governmental building, six residential buildings, and stores were damaged. Casualties unknown.",0,,Residential
UKR53244,2022-03-11,2022,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.13,37.571,1,HRW; Novoye Vremya Ukraine; Suspilne Media,Other-National,"On 11 March 2022, Russian forces conducted an airstrike and shelled Mariupol, Donetsk throughout the whole night, hitting a high-rise residential building in the city's Central District at Mytropolytska Street 98. As a result of the attack, around 17 civilians were killed, including children.",17,,Education; Residential
UKR53245,2022-03-11,2022,1,Political violence,Battles,Armed clash,Military Forces of Ukraine (2019-),,State forces,NAF: United Armed Forces of Novorossiya,Donetsk People's Militia,Rebel group,State forces-Rebel group,,804,12,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Petrovskyi,47.95,37.614,1,DPR Armed Forces Press Service,Other,"On 11 March 2022, Ukrainian forces fired unspecified weapons at the positions of the Donetsk People's Militia in Donetsk - Petrovskyi. A residential building was damaged. Casualties unknown.",0,,Residential
UKR53247,2022-03-11,2022,1,Political violence,Battles,Armed clash,Military Forces of Ukraine (2019-),,State forces,NAF: United Armed Forces of Novorossiya,Donetsk People's Militia,Rebel group,State forces-Rebel group,,804,12,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Kuibyshivskyi,48.023,37.728,1,DPR Armed Forces Press Service,Other,"On 11 March 2022, Ukrainian forces fired unspecified weapons at the positions of the Donetsk People's Militia in Donetsk - Kuibyshivskyi. Several residential buildings were damaged. Casualties unknown.",0,,Residential
UKR53258,2022-03-11,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kharkiv,Iziumskyi,Oskilska,Oskil,49.175,37.427,1,24 Channel; Novoye Vremya Ukraine,National,"On 11 March 2022, Russian forces shelled the Psychoneurological specialized clinic in Oskil, Kharkiv which was residing 360 people inside at the time of the shelling. No casualties.",0,,Health
UKR53265,2022-03-11,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kyiv,Brovarskyi,Brovarska,Brovary,50.518,30.807,2,Segodnya,National,"On 11 March 2022, Russian forces shelled a school and the road in Brovarska district, Kyiv. No casualties. [coded to Brovary as the exact location is unknown]",0,,Education
UKR53273,2022-03-11,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kyiv,Buchanskyi,Bilohorodska,Bilohorodka,50.39,30.228,1,Centre for Information Resilience; Twitter,New media,"On 11 March 2022, Russian military forces launched 'Grad' missiles which hit residential buildings in the village of Bilohorodka, Kyiv oblast. No casualties were reported.",0,,Residential
UKR53289,2022-03-11,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Luhansk,Sievierodonetskyi,Kreminska,Kreminna,49.05,38.218,1,24 Channel; DIGNITY; Novoye Vremya Ukraine,National-International,"On 11 March 2022, Russian forces shelled Kreminna, Luhansk. A nursing home was targeted and a private house burned down. 56 people were killed, 15 were injured and later displaced to Svatove.",56,,Health; Residential
UKR53299,2022-03-11,2022,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Rivne,Sarnenskyi,Sarnenska,Sarny,51.338,26.602,3,Segodnya,National,"On 11 March 2022, Russian forces launched 3 airstrikes on the Sarnenska district as a result of which electric grids got damaged. No casualties. [coded to Sarny as the exact location is unknown]",0,,Energy
UKR53632,2022-03-11,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,State forces,,,,State forces only,,804,12,Ukraine,Luhansk,Alchevskyi,Kadiivska,Irmino,48.599,38.592,1,LPR People's Militia Press Service,Other,"On 11 March 2022, Ukrainian forces from Zolote-4 fired artillery at Irmino, Luhansk region as a result of which a civilian house was damaged in Irmino. Casualties unknown.",0,,Residential
UKR53736,2022-03-11,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kharkiv,Iziumskyi,Balakliiska,Shevelivka,49.346,36.748,1,24 Channel,National,"On 11 March 2022, Russian forces shelled a social and psychological rehabilitation center for children in Shevelivka, Kharkiv. There were no casualties.",0,,Education
UKR53157,2022-03-10,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Chernihiv,Chernihivskyi,Chernihivska,Chernihiv,51.505,31.285,1,Novoye Vremya Ukraine; Segodnya,National,"On 10 March 2022, Russian forces shelled Chernihiv as a result of which a football stadium was destroyed as well as almost the whole city was left without gas and electricity. Casualties unknown.",0,,Energy
